animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A719510,,CAT,BLACK,WHITE,Male,2024-03-24,2024-04-24,ILL MILD,STRAY,FIELD,,2024-04-27,"800 BLK MLK JR AVE, LB 90813",LONG BEACH,RESCUE,LITTLELION,33.7766278,-118.1803685,Alive on Intake,FALSE,1,"{'lon': -118.1803685, 'lat': 33.7766278}"
A740163,*LITTLE BEEPER,CAT,GRAY,WHITE,Male,2025-03-17,2025-05-01,UNDER AGE/WEIGHT,STRAY,OTC,,2025-05-02,"800 BLK MLK JR, LONG BEACH, CA 90813",LONG BEACH,RESCUE,CAPAWS,33.776611,-118.1803873,Alive on Intake,FALSE,1,"{'lon': -118.1803873, 'lat': 33.776611}"
A592593,,CAT,WHITE,BLACK,Female,2017-05-28,2017-06-28,UNDER AGE/WEIGHT,STRAY,OTC,,2017-06-28,"800 BLK N WASHINGTON PL, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL MODERA,33.7765501,-118.1813143,Alive on Intake,TRUE,0,"{'lon': -118.1813143, 'lat': 33.7765501}"
A698948,SULLEY,DOG,BR BRINDLE,WHITE,Neutered,2020-12-31,2023-05-17,NORMAL,QUARANTINE,,,2023-05-31,"800 BLK N WASHINGTON PL. LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,AGGRESSIVE,33.7765501,-118.1813143,Alive on Intake,TRUE,0,"{'lon': -118.1813143, 'lat': 33.7765501}"
A709155,,BIRD,BLACK,,Unknown,2022-10-21,2023-10-21,ILL SEVERE,WILDLIFE,FIELD,,2023-10-21,"800 BLK NEWPORT AVE, LONG BEACH, CA",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7771817,-118.1513264,Alive on Intake,TRUE,0,"{'lon': -118.1513264, 'lat': 33.7771817}"
A586630,,BIRD,BLACK,GRAY,Unknown,,2017-03-05,INJURED  MODERATE,WILDLIFE,FIELD,,2017-03-05,"800 BLK OCEAN AVE, SEAL BEACH, CA 90740",SEAL BEACH,RESCUE,IBR,33.7395808,-118.1071639,Alive on Intake,FALSE,1,"{'lon': -118.1071639, 'lat': 33.7395808}"
A670892,,BIRD,BLACK,,Unknown,,2022-02-21,ILL MILD,WILDLIFE,FIELD,,2022-02-21,"800 BLK OCEAN AVE, SEAL BEACH, CA 90740",SEAL BEACH,TRANSPORT,OTHER SANC,33.7395808,-118.1071639,Alive on Intake,FALSE,1,"{'lon': -118.1071639, 'lat': 33.7395808}"
A670890,,BIRD,BLACK,,Unknown,,2022-02-21,ILL MILD,WILDLIFE,FIELD,,2022-02-21,"800 BLK OCEAN AVE, SEAL BEACH, CA 90740",SEAL BEACH,TRANSPORT,OTHER SANC,33.7395808,-118.1071639,Alive on Intake,FALSE,1,"{'lon': -118.1071639, 'lat': 33.7395808}"
A637470,,BIRD,WHITE,GRAY,Unknown,,2019-12-13,INJURED  SEVERE,WILDLIFE,FIELD,,2019-12-13,"800 BLK OCEAN AVE, SEAL BEACH, CA 90740",SEAL BEACH,TRANSFER,,33.7395808,-118.1071639,Alive on Intake,FALSE,1,"{'lon': -118.1071639, 'lat': 33.7395808}"
A681704,,BIRD,GRAY,,Unknown,,2022-08-08,INJURED  MILD,WILDLIFE,FIELD,,2022-08-08,"800 BLK OCEAN BLVD, SB 90744",SEAL BEACH,TRANSFER,OTHER RESC,33.7857948,-118.2643567,Alive on Intake,FALSE,1,"{'lon': -118.2643567, 'lat': 33.7857948}"
A714885,BOSS,DOG,BLACK,WHITE,Male,2023-02-12,2024-04-17,I/I REPORT,QUARANTINE,,,2024-05-01,800 BLK OF EAST OCEAN,LONG BEACH,RETURN TO OWNER,WALKIN,33.7658141,-118.1828906,Alive on Intake,FALSE,1,"{'lon': -118.1828906, 'lat': 33.7658141}"
A598112,,CAT,BLACK,WHITE,Male,2017-09-02,2017-10-02,NORMAL,STRAY,OTC,,2017-10-05,"800 BLK OHIO AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,FNDANIFOUN,33.7773122,-118.1598785,Alive on Intake,FALSE,1,"{'lon': -118.1598785, 'lat': 33.7773122}"
A497463,HONEY,DOG,WHITE,BROWN,Spayed,2012-06-30,2019-03-20,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2019-06-24,"800 BLK OLIVE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,33.7765537,-118.182423,Alive on Intake,FALSE,1,"{'lon': -118.182423, 'lat': 33.7765537}"
A620362,,CAT,GRAY,,Female,2018-10-16,2019-01-16,NORMAL,STRAY,FIELD,,2019-01-20,"800 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,SPCALA,33.7767174,-118.1763641,Alive on Intake,FALSE,1,"{'lon': -118.1763641, 'lat': 33.7767174}"
A619331,,WILD,GRAY,,Male,,2018-12-27,INJURED  SEVERE,WILDLIFE,FIELD,,2018-12-27,"800 BLK ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7767174,-118.1763641,Alive on Intake,TRUE,0,"{'lon': -118.1763641, 'lat': 33.7767174}"
A712877,*KNIGHT,DOG,BLACK,,Male,2023-11-26,2024-01-06,UNDER AGE/WEIGHT,STRAY,OTC,,2024-01-09,800 BLK ORIZABA AVE LONG BEACH CA 90804,LONG BEACH,RESCUE,,33.7772119,-118.1567933,Alive on Intake,FALSE,1,"{'lon': -118.1567933, 'lat': 33.7772119}"
A592749,ELLIE,DOG,WHITE,,Female,2009-06-30,2017-06-30,NORMAL,STRAY,OTC,,2017-07-26,"800 BLK PACIFIC AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WEB,33.7768563,-118.1935158,Alive on Intake,FALSE,1,"{'lon': -118.1935158, 'lat': 33.7768563}"
A705867,*TERRANCE,RABBIT,TAN,,Neutered,2021-08-31,2023-08-31,NORMAL,STRAY,OTC,,2023-09-07,800 BLK PARK AVE  LONG BEACH CA 90804,LONG BEACH,ADOPTION,WEB,33.7763973,-118.1385566,Alive on Intake,FALSE,1,"{'lon': -118.1385566, 'lat': 33.7763973}"
A657067,*BLUE,DOG,GRAY,,Neutered,2016-05-05,2021-05-05,NORMAL,STRAY,OTC,,2021-10-27,"800 BLK PARK AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WEB,33.7763973,-118.1385566,Alive on Intake,FALSE,1,"{'lon': -118.1385566, 'lat': 33.7763973}"
A598045,*BLANCHE,RABBIT,BROWN,WHITE,Spayed,2015-10-01,2017-10-01,NORMAL,OWNER SURRENDER,FIELD,,2017-12-09,"800 BLK PASADENA AVE, LOLNG BEACH, CA 90806",LONG BEACH,RESCUE,BUNBUCH,33.8043537,-118.1877109,Alive on Intake,FALSE,1,"{'lon': -118.1877109, 'lat': 33.8043537}"
A700391,*ROGER,DOG,GOLD,,Male,2013-06-15,2023-06-08,NORMAL,STRAY,OTC,,2023-06-15,800 BLK PINE AVE LONG BEACH 90813,LONG BEACH,RETURN TO OWNER,YARD SIGN,33.7767396,-118.1922396,Alive on Intake,FALSE,1,"{'lon': -118.1922396, 'lat': 33.7767396}"
A603900,*DEENA,CAT,CALICO DIL,,Spayed,2015-02-17,2018-02-17,NORMAL,STRAY,TRAP,,2018-02-23,"800 BLK PINE AVE, LONG BEACH, CA 90813",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.7767396,-118.1922396,Alive on Intake,FALSE,1,"{'lon': -118.1922396, 'lat': 33.7767396}"
A674815,VITA,DOG,BL BRINDLE,,Female,2021-05-13,2022-05-13,NORMAL,WELFARE SEIZED,POLICE,,2022-05-18,"800 BLK ROSE AVE, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,33.777403,-118.1694996,Alive on Intake,FALSE,1,"{'lon': -118.1694996, 'lat': 33.777403}"
A605747,WOOFY,DOG,BLACK,BROWN,Neutered,2015-04-04,2020-04-14,BEHAVIOR  MODERATE,STRAY,FIELD,,2020-04-15,"800 BLK ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.777403,-118.1694996,Alive on Intake,FALSE,1,"{'lon': -118.1694996, 'lat': 33.777403}"
A601746,MOCHI,DOG,BLACK,,Female,2017-11-04,2018-01-04,NORMAL,OWNER SURRENDER,OTC,COST,2018-01-05,"800 BLK ROSWELL AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,REPEAT ADT,33.7773286,-118.1434319,Alive on Intake,FALSE,1,"{'lon': -118.1434319, 'lat': 33.7773286}"
A598337,ROSIE,DOG,BLACK,WHITE,Spayed,2003-10-06,2017-10-06,NORMAL,STRAY,FIELD,,2017-10-12,"800 BLK ROXANNE AVE, LONG BEACH, CA 90815",LONG BEACH,RETURN TO OWNER,WALKIN,33.7774198,-118.0990796,Alive on Intake,FALSE,1,"{'lon': -118.0990796, 'lat': 33.7774198}"
A640687,*MAGGIE MAE,CAT,GRAY TABBY,,Female,2017-03-04,2020-03-04,ILL MILD,STRAY,OTC,,2020-03-25,"800 BLK SAINT LOUIS AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,CATPAWS,33.777191,-118.1665805,Alive on Intake,FALSE,1,"{'lon': -118.1665805, 'lat': 33.777191}"
A738647,,CAT,BLACK,WHITE,Unknown,2025-03-27,2025-03-28,UNDER AGE/WEIGHT,STRAY,OTC,,2025-03-28,800 BLK STANLEY AVE. LONG BEACH CA 90804,LONG BEACH,RESCUE,LITTLELION,33.777306,-118.161914,Alive on Intake,FALSE,1,"{'lon': -118.161914, 'lat': 33.777306}"
A738648,,CAT,BLACK,WHITE,Unknown,2025-03-27,2025-03-28,UNDER AGE/WEIGHT,STRAY,OTC,,2025-03-28,800 BLK STANLEY AVE. LONG BEACH CA 90804,LONG BEACH,RESCUE,LITTLELION,33.777306,-118.161914,Alive on Intake,FALSE,1,"{'lon': -118.161914, 'lat': 33.777306}"
A711194,LUCY,DOG,GRAY,WHITE,Spayed,2018-11-28,2023-11-28,NORMAL,STRAY,FIELD,,2023-11-28,"800 BLK STEVELY AVE, LONG BEACH CA 90815",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7759042,-118.0990772,Alive on Intake,FALSE,1,"{'lon': -118.0990772, 'lat': 33.7759042}"
A739037,,OTHER,BLACK,WHITE,Unknown,2024-04-05,2025-04-05,ILL MODERATETE,WILDLIFE,FIELD,,2025-04-05,800 BLK TERMINO AVE LONG BEACH CA 90804,LONG BEACH,EUTHANASIA,ILL SEVERE,33.7774689,-118.1456071,Alive on Intake,TRUE,0,"{'lon': -118.1456071, 'lat': 33.7774689}"
A592878,NOVA,DOG,GRAY,WHITE,Female,2010-06-27,2017-07-03,NORMAL,STRAY,OTC,,2017-07-04,"800 BLK TERMINO AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,33.7773999,-118.1456576,Alive on Intake,FALSE,1,"{'lon': -118.1456576, 'lat': 33.7773999}"
A667872,,BIRD,BROWN,,Unknown,,2021-12-09,INJURED  MILD,WILDLIFE,FIELD,,2021-12-09,"800 BLK VIA WANDA, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,LBAH,33.8511733,-118.1825488,Alive on Intake,FALSE,1,"{'lon': -118.1825488, 'lat': 33.8511733}"
A659277,,DOG,BROWN,,Female,2021-05-01,2021-06-23,NORMAL,CONFISCATE,POLICE,,2021-06-30,"800 BLK W 15TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,SPARKYGANG,33.7857175,-118.2021526,Alive on Intake,FALSE,1,"{'lon': -118.2021526, 'lat': 33.7857175}"
A630442,,CAT,BRN TABBY,,Unknown,2019-07-21,2019-07-22,UNDER AGE/WEIGHT,STRAY,FIELD,,2019-08-04,"800 BLK W 16TH ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7865069,-118.2023278,Alive on Intake,TRUE,0,"{'lon': -118.2023278, 'lat': 33.7865069}"
A606636,,BIRD,GRAY,YELLOW,Unknown,,2018-04-24,INJURED  MILD,STRAY,FIELD,,2018-04-24,"800 BLK W 19TH ST, LONG BEACH, CA 90806",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7916767,-118.2017449,Alive on Intake,TRUE,0,"{'lon': -118.2017449, 'lat': 33.7916767}"
A643990,,BIRD,BLACK,,Unknown,,2020-06-17,ILL SEVERE,WILDLIFE,FIELD,,2020-06-17,"800 BLK W 21ST ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,LBAH,33.7953145,-118.2017492,Alive on Intake,FALSE,1,"{'lon': -118.2017492, 'lat': 33.7953145}"
A696892,*BRONSON,CAT,ORG TABBY,WHITE,Neutered,2021-04-16,2023-04-16,INJURED  MODERATE,STRAY,OTC,,2023-04-26,"800 BLK W 34TH ST, LB 90806",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.8189526,-118.2009988,Alive on Intake,FALSE,1,"{'lon': -118.2009988, 'lat': 33.8189526}"
A733490,,BIRD,WHITE,,Unknown,,2024-12-01,INJURED  SEVERE,WILDLIFE,FIELD,,2024-12-01,"800 BLK W 34TH ST, LB 90806",LONG BEACH,RESCUE,IBR,33.8189526,-118.2009988,Alive on Intake,FALSE,1,"{'lon': -118.2009988, 'lat': 33.8189526}"
A584300,*MACKENZIE,DOG,BR BRINDLE,WHITE,Female,2014-01-08,2017-01-08,NORMAL,STRAY,FIELD,,2017-01-14,"800 BLK W 34TH ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.8189526,-118.2009988,Alive on Intake,FALSE,1,"{'lon': -118.2009988, 'lat': 33.8189526}"
A584663,*AXEL,DOG,BLACK,WHITE,Male,2016-01-15,2017-01-15,NORMAL,STRAY,OTC,,2017-01-21,"800 BLK W 34TH ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.8189526,-118.2009988,Alive on Intake,FALSE,1,"{'lon': -118.2009988, 'lat': 33.8189526}"
A698228,,BIRD,GRAY,YELLOW,Unknown,,2023-05-05,NORMAL,WILDLIFE,FIELD,,2023-05-05,"800 BLK W 34TH ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,IBR,33.8189526,-118.2009988,Alive on Intake,FALSE,1,"{'lon': -118.2009988, 'lat': 33.8189526}"
A600863,,DOG,WHITE,,Male,2014-12-07,2017-12-07,INJURED  SEVERE,STRAY,FIELD,,2017-12-13,"800 BLK W WILLOW ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LIVELOVE,33.8041816,-118.2015129,Alive on Intake,FALSE,1,"{'lon': -118.2015129, 'lat': 33.8041816}"
A650013,BUTTERBALL,WILD,BROWN,,Male,,2020-10-11,NORMAL,CONFISCATE,HOSPITAL,,2020-10-22,"800 BLK W WILLOW ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,OTHER RESC,33.8041816,-118.2015129,Alive on Intake,FALSE,1,"{'lon': -118.2015129, 'lat': 33.8041816}"
A626844,,CAT,ORANGE,,Male,2019-05-02,2019-05-23,NORMAL,STRAY,OTC,,2019-06-06,"800 BLK W WILLOW ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.8041816,-118.2015129,Alive on Intake,FALSE,1,"{'lon': -118.2015129, 'lat': 33.8041816}"
A626842,,CAT,GRAY,WHITE,Male,2019-05-02,2019-05-23,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-06,"800 BLK W WILLOW ST, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.8041816,-118.2015129,Alive on Intake,FALSE,1,"{'lon': -118.2015129, 'lat': 33.8041816}"
A615187,EMIT,CAT,ORANGE,WHITE,Male,2014-09-26,2018-09-26,NORMAL,OWNER SURRENDER,OTC,MOVE,2018-09-27,"800 BLLK MAGNOLIA AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7777569,-118.1980385,Alive on Intake,FALSE,1,"{'lon': -118.1980385, 'lat': 33.7777569}"
A728849,*HANDBAG,CAT,GRAY,WHITE,Spayed,2023-09-20,2024-09-20,INJURED  SEVERE,STRAY,OTC,,2024-10-04,"800 BLOCK CHESTNUT AVE, LONG BEACH CA",LONG BEACH,COMMUNITY CAT,COMMCAT,33.776554,-118.1963852,Alive on Intake,FALSE,1,"{'lon': -118.1963852, 'lat': 33.776554}"
A738853,JACK,CAT,BLACK,,Neutered,2025-02-10,2025-04-02,UNDER AGE/WEIGHT,STRAY,OTC,,2025-04-11,"800 BLOCK E OCEAN BLVD, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7660039,-118.1826873,Alive on Intake,FALSE,1,"{'lon': -118.1826873, 'lat': 33.7660039}"
A705340,,CAT,WHITE,,Unknown,2023-08-14,2023-08-23,UNDER AGE/WEIGHT,STRAY,OTC,,2023-08-25,"800 BLOCK HOFFMAN AVE, LONG BEACH CA",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7772394,-118.1730704,Alive on Intake,TRUE,0,"{'lon': -118.1730704, 'lat': 33.7772394}"
A711412,*NUTMEG,DOG,BROWN,BLACK,Female,2023-07-03,2023-12-02,NORMAL,STRAY,OTC,,2023-12-10,"800 BLOCK ORIZABA AVE, LONG BEACH",LONG BEACH,ADOPTION,,33.7772119,-118.1567933,Alive on Intake,FALSE,1,"{'lon': -118.1567933, 'lat': 33.7772119}"
A705452,*TIMBER,DOG,BLACK,BROWN,Female,2023-06-25,2023-08-25,NORMAL,STRAY,OTC,,2023-08-26,"800 BLOCK WALNUT AVE, LONG BEACH CA",LONG BEACH,TRANSFER,SPCALA,33.777304,-118.171754,Alive on Intake,FALSE,1,"{'lon': -118.171754, 'lat': 33.777304}"
A617148,,CAT,ORANGE,,Female,2018-08-04,2018-11-04,NORMAL,STRAY,OTC,,2018-11-08,"800 CHERRY AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7773212,-118.167313,Alive on Intake,FALSE,1,"{'lon': -118.167313, 'lat': 33.7773212}"
A623338,STARK,DOG,WHITE,GRAY,Male,2017-03-16,2019-03-16,NORMAL,OWNER SURRENDER,OTC,MOVE,2019-03-26,"800 E 7TH ST, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7753619,-118.1824218,Alive on Intake,FALSE,1,"{'lon': -118.1824218, 'lat': 33.7753619}"
A627882,,CAT,CALICO,,Female,2019-04-07,2019-06-07,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-07,"800 E 9TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,33.7777849,-118.1824194,Alive on Intake,FALSE,1,"{'lon': -118.1824194, 'lat': 33.7777849}"
A627888,,CAT,BRN TABBY,WHITE,Male,2019-05-07,2019-06-07,UNDER AGE/WEIGHT,STRAY,OTC,,2019-06-07,"800 E 9TH ST, LONG BEACH, CA 90813",LONG BEACH,RESCUE,LITTLEPAWS,33.7777849,-118.1824194,Alive on Intake,FALSE,1,"{'lon': -118.1824194, 'lat': 33.7777849}"
A725779,*HIPSTER,DOG,GRAY,,Female,2016-07-29,2024-07-28,INJURED  MODERATE,STRAY,FIELD,,2024-08-30,"800 E HILL ST, LONG BEACH, CA 90806",LONG BEACH,RESCUE,,33.7971249,-118.1828602,Alive on Intake,FALSE,1,"{'lon': -118.1828602, 'lat': 33.7971249}"
A657268,,OTHER,PINK,,Unknown,,2021-05-10,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2021-05-10,"800 E OCEAN BLVD, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7658141,-118.1828906,Alive on Intake,TRUE,0,"{'lon': -118.1828906, 'lat': 33.7658141}"
A588296,*GEORGIE,DOG,BLACK,BROWN,Male,2016-10-08,2017-04-08,NORMAL,SAFE KEEP,,,2017-05-23,"800 E PACIFIC COAST HWY, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,WALKIN,33.789362,-118.1828009,Alive on Intake,FALSE,1,"{'lon': -118.1828009, 'lat': 33.789362}"
A731954,*NYU,CAT,BRN TABBY,WHITE,Spayed,2024-09-05,2024-11-05,ILL MILD,STRAY,OTC,,2024-12-13,800 GAVIOTA AVE LONG BEACH CA 90813,LONG BEACH,COMMUNITY CAT,COMMCAT,33.777164,-118.1709259,Alive on Intake,FALSE,1,"{'lon': -118.1709259, 'lat': 33.777164}"
A729696,*EARTH,CAT,WHITE,GRAY,Spayed,,2024-10-07,NORMAL,STRAY,OTC,,2024-10-07,800 GAVIOTA AVE LONG BEACH CA 90813,LONG BEACH,COMMUNITY CAT,FRIENDLY,33.777164,-118.1709259,Alive on Intake,FALSE,1,"{'lon': -118.1709259, 'lat': 33.777164}"
A592451,JARED,CAT,GRAY TABBY,,Male,2017-04-10,2017-06-25,NORMAL,STRAY,OTC,,2017-07-18,"800 HAVANA AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,WALKIN,33.77716150000001,-118.1263483,Alive on Intake,FALSE,1,"{'lon': -118.1263483, 'lat': 33.77716150000001}"
A593333,,CAT,BLACK,WHITE,Unknown,2014-07-12,2017-07-12,NORMAL,STRAY,OTC,,2017-07-26,"800 JUNIPERO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,ILL MODERA,33.7773209,-118.1630949,Alive on Intake,TRUE,0,"{'lon': -118.1630949, 'lat': 33.7773209}"
A438842,DIESEL,DOG,BLACK,,Neutered,2007-10-13,2017-10-13,NORMAL,OWNER SURRENDER,OTC,POOR HELTH,2017-10-14,"800 JUNIPERO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7773209,-118.1630949,Alive on Intake,FALSE,1,"{'lon': -118.1630949, 'lat': 33.7773209}"
A672908,,OTHER,BROWN,,Unknown,2022-03-09,2022-04-09,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2022-04-10,"800 LEES AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,OTHER RESC,33.77564390000001,-118.1017678,Alive on Intake,FALSE,1,"{'lon': -118.1017678, 'lat': 33.77564390000001}"
A458315,PELE,CAT,ORANGE,,Spayed,2010-06-28,2018-10-21,NORMAL,OWNER SURRENDER,OTC,DIVORCE,2019-01-23,"800 LINDEN AVE, LONG BEACH, CA 90813",LONG BEACH,ADOPTION,PFE/PAWSHP,33.77677070000001,-118.1860078,Alive on Intake,FALSE,1,"{'lon': -118.1860078, 'lat': 33.77677070000001}"
A719679,,BIRD,BLACK,,Unknown,2024-03-26,2024-04-26,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2024-04-26,800 MOLINO,LONG BEACH,TRANSFER,OTHER RESC,33.7771817,-118.1611406,Alive on Intake,FALSE,1,"{'lon': -118.1611406, 'lat': 33.7771817}"
A656077,,OTHER,GRAY,BLACK,Unknown,2018-04-09,2021-04-09,ILL SEVERE,WILDLIFE,FIELD,,2021-04-09,"800 N HOLLY GLEN DR, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7777143,-118.1089733,Alive on Intake,TRUE,0,"{'lon': -118.1089733, 'lat': 33.7777143}"
A570976,MR. KENNEDY,CAT,ORANGE,WHITE,Neutered,2014-01-01,2017-06-16,NORMAL,SAFE KEEP,HOSPITAL,,2017-06-22,"800 N LOMA VISTA DR, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,,33.7769866,-118.2023183,Alive on Intake,FALSE,1,"{'lon': -118.2023183, 'lat': 33.7769866}"
A590379,,CAT,WHITE,,Unknown,2017-05-14,2017-05-17,UNDER AGE/WEIGHT,STRAY,OTC,,2017-05-17,"800 N WASHINGTON PL, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7765501,-118.1813143,Alive on Intake,TRUE,0,"{'lon': -118.1813143, 'lat': 33.7765501}"
A632011,,BIRD,WHITE,GRAY,Unknown,2018-08-15,2019-08-15,INJURED  MODERATE,WILDLIFE,FIELD,,2019-08-15,"800 OCEAN AVE, SEAL BEACH, CA 90740",SEAL BEACH,RESCUE,,33.7395808,-118.1071639,Alive on Intake,FALSE,1,"{'lon': -118.1071639, 'lat': 33.7395808}"
A643683,,BIRD,GRAY,,Unknown,,2020-06-10,INJURED  MILD,WILDLIFE,FIELD,,2020-06-10,"800 OCEAN AVE, SEAL BEACH, CA 90740",SEAL BEACH,TRANSFER,OTHER WILD,33.7395808,-118.1071639,Alive on Intake,FALSE,1,"{'lon': -118.1071639, 'lat': 33.7395808}"
A651395,*FALKOR,DOG,CREAM,WHITE,Neutered,2018-11-12,2020-11-12,NORMAL,STRAY,OTC,,2020-11-18,"800 ORIZABA AVE, LONG BEACH, CA 90804",LONG BEACH,FOSTER TO ADOPT,,33.7772119,-118.1567933,Alive on Intake,FALSE,1,"{'lon': -118.1567933, 'lat': 33.7772119}"
A690652,,DOG,BROWN,,Unknown,,2022-12-16,NORMAL,STRAY,FIELD,,2022-12-16,"800 PACIFIC COAST HWY, SEAL BEACH, CA 90740",SEAL BEACH,TRANSFER,SBACC,33.7444749,-118.1033385,Alive on Intake,FALSE,1,"{'lon': -118.1033385, 'lat': 33.7444749}"
A628825,SHAGGY,DOG,BLACK,WHITE,Male,2009-06-24,2019-06-24,NORMAL,STRAY,FIELD,,2019-07-25,"800 SAINT LOUIS AVE, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LIVELOVE,33.777191,-118.1665805,Alive on Intake,FALSE,1,"{'lon': -118.1665805, 'lat': 33.777191}"
A598257,*CLOVE,CAT,TORTIE,,Spayed,2014-10-05,2017-10-05,NORMAL,STRAY,OTC,,2017-10-11,"800 SCENIC HARBOR DR, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7541542,-118.2005216,Alive on Intake,FALSE,1,"{'lon': -118.2005216, 'lat': 33.7541542}"
A695589,DUCK 1,BIRD,GRAY,YELLOW,Unknown,,2023-03-27,NORMAL,WILDLIFE,FIELD,,2023-03-27,"800 SEAL BEACH BLVD, SEAL BEACH, CA 90740",SEAL BEACH,RESCUE,OTHER RESC,33.7528832,-118.0866199,Alive on Intake,FALSE,1,"{'lon': -118.0866199, 'lat': 33.7528832}"
A695590,DUCK 2,BIRD,GRAY,YELLOW,Unknown,,2023-03-27,NORMAL,WILDLIFE,FIELD,,2023-03-27,"800 SEAL BEACH BLVD, SEAL BEACH, CA 90740",SEAL BEACH,RESCUE,OTHER RESC,33.7528832,-118.0866199,Alive on Intake,FALSE,1,"{'lon': -118.0866199, 'lat': 33.7528832}"
A609710,*DOEDOE,CAT,TORTIE,,Spayed,2012-06-15,2018-06-15,FRACTIOUS,STRAY,FIELD,,2018-07-19,"800 VIA CARMELITOS, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8475812,-118.182288,Alive on Intake,FALSE,1,"{'lon': -118.182288, 'lat': 33.8475812}"
A609711,,CAT,ORG TABBY,,Male,2018-05-15,2018-06-15,FRACTIOUS,STRAY,FIELD,,2018-06-16,"800 VIA CARMELITOS, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8475812,-118.182288,Alive on Intake,TRUE,0,"{'lon': -118.182288, 'lat': 33.8475812}"
A588720,*SCOUT,DOG,WHITE,TAN,Neutered,2016-06-20,2017-04-17,INJURED  MODERATE,STRAY,FIELD,,2017-04-27,"800 W WARDLOW RD, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.8189855,-118.2012995,Alive on Intake,FALSE,1,"{'lon': -118.2012995, 'lat': 33.8189855}"
